Сделать парсинг с rusprofile.ru. Результат в excel,2000,https://kwork.ru/projects/1341550
Исправить ошибку парсера,до500,https://kwork.ru/projects/1341520
PHP парсер,3000,https://kwork.ru/projects/1341335

